0.024877,0.481818,0.009589,0.173186,0.000000,0.001143,homer
0.000000,0.584900,0.049468,0.000000,0.000000,0.000000,homer
0.000000,0.715885,0.041571,0.000000,0.000000,0.000000,homer
0.000000,0.731699,0.010628,0.084396,0.000000,0.000000,homer
0.000000,0.385668,0.000000,0.000000,0.000000,0.000538,homer
0.000000,0.558654,0.018479,0.091313,0.000000,0.009397,homer
0.000000,0.707239,0.009324,0.098845,0.000000,0.000000,homer
0.000000,0.719884,0.038346,0.000019,0.000000,0.000011,homer
0.000000,0.702441,0.007442,0.101865,0.000000,0.000596,homer
0.000000,0.569678,0.000000,0.000000,0.000000,0.000000,homer
0.005822,0.402343,0.006338,0.036345,0.000000,0.000052,homer
0.018744,0.563896,0.010192,0.132989,0.000000,0.000000,homer
0.000000,0.602198,0.013562,0.152033,0.000000,0.000289,homer
0.000000,0.452580,0.020875,0.330705,0.000000,0.006533,homer
0.000000,0.573759,0.004708,0.000000,0.024711,0.000904,homer
0.000000,0.492220,0.013792,0.003847,0.000000,0.002361,homer
0.000000,0.674153,0.014095,0.000000,0.000000,0.004263,homer
0.000000,0.569208,0.016089,0.141688,0.000000,0.000000,homer
0.025075,0.631971,0.010040,0.112252,0.000000,0.000000,homer
0.000000,0.626296,0.013510,0.131860,0.000000,0.000000,homer
0.000000,0.572994,0.000000,0.110475,0.000000,0.001381,homer
0.000000,0.588116,0.025364,0.137472,0.000000,0.000000,homer
0.000000,0.652891,0.011926,0.136465,0.000000,0.000000,homer
0.000000,0.747055,0.002945,0.097397,0.000000,0.000000,homer
0.012403,0.592998,0.000000,0.146958,0.000000,0.000703,homer
0.000000,0.537960,0.020100,0.000000,0.000000,0.001969,homer
0.000000,0.515796,0.000000,0.010327,0.000000,0.000367,homer
0.000000,0.533365,0.016658,0.040091,0.000000,0.000709,homer
0.000000,0.532115,0.012246,0.000000,0.000000,0.004614,homer
0.000000,0.578656,0.000000,0.174137,0.000000,0.000532,homer
0.000000,0.582832,0.076549,0.000000,0.000000,0.000000,homer
0.000000,0.642687,0.000000,0.000780,0.000000,0.000667,homer
0.000000,0.223719,0.000000,0.036150,0.000000,0.000000,homer
0.000000,0.634027,0.000000,0.004474,0.000000,0.040140,homer
0.000000,0.642851,0.000045,0.000000,0.000000,0.001444,homer
0.000000,0.661586,0.000000,0.000000,0.000000,0.000000,homer
0.000000,0.454803,0.000000,0.000000,0.000000,0.000000,homer
0.000000,0.559552,0.000000,0.000000,0.000000,0.000000,homer
0.000000,0.533483,0.000000,0.000000,0.000000,0.000000,homer
0.000000,0.698266,0.003890,0.000000,0.000000,0.000144,homer
0.005256,0.651535,0.004205,0.000000,0.000000,0.013439,homer
0.000000,0.411998,0.002937,0.000000,0.000000,0.000000,homer
0.000000,0.687440,0.000000,0.000000,0.000000,0.000000,homer
0.000000,0.742509,0.004725,0.000000,0.000000,0.014852,homer
0.000000,0.465968,0.054454,0.000000,0.000000,0.000000,homer
0.000000,0.578344,0.019678,0.000000,0.000000,0.000000,homer
0.000000,0.557881,0.005914,0.288664,0.000000,0.000000,homer
0.000000,0.613999,0.001592,0.000000,0.000000,0.000000,homer
0.000000,0.581558,0.020026,0.000000,0.000000,0.000000,homer
0.000000,0.577208,0.000000,0.000000,0.000000,0.133074,homer
0.000000,0.569678,0.000000,0.000000,0.000000,0.000000,homer
0.000000,0.451555,0.000000,0.000000,0.000000,0.001624,homer
0.000000,0.337778,0.002623,0.006890,0.000000,0.000000,homer
0.000000,0.453511,0.000000,0.030271,0.000000,0.000000,homer
0.000000,0.542951,0.000000,0.000000,0.000000,0.000000,homer
0.000000,0.723322,0.000000,0.023666,0.000000,0.001351,homer
0.000000,0.540781,0.000000,0.000000,0.000000,0.000000,homer
0.000000,0.579306,0.000000,0.000000,0.000000,0.000000,homer
0.000000,0.539036,0.000000,0.000000,0.000000,0.000155,homer
0.000000,0.636364,0.000000,0.053091,0.000000,0.000000,homer
0.000000,0.640092,0.000042,0.114915,0.000000,0.000000,homer
0.000000,0.720752,0.000131,0.000000,0.000000,0.001831,homer
0.068861,0.603634,0.000000,0.036686,0.000000,0.000648,bart
0.036564,0.663399,0.000000,0.043885,0.000000,0.010523,bart
0.053806,0.632869,0.000689,0.042853,0.000000,0.015104,bart
0.096551,0.462141,0.000000,0.000000,0.000000,0.000000,bart
0.000000,0.704178,0.000000,0.002522,0.000000,0.029586,bart
0.000000,0.695249,0.000000,0.070959,0.000000,0.000840,bart
0.043490,0.579816,0.000000,0.050147,0.000000,0.000000,bart
0.058296,0.594746,0.000000,0.030070,0.088485,0.000000,bart
0.078886,0.515173,0.000000,0.053118,0.034624,0.000973,bart
0.050049,0.376652,0.000000,0.033081,0.000000,0.000000,bart
0.195454,0.396955,0.000000,0.000000,0.000000,0.000000,bart
0.118873,0.452814,0.000000,0.071542,0.000000,0.001342,bart
0.057388,0.567769,0.000000,0.035091,0.113678,0.000000,bart
0.051262,0.552856,0.000000,0.074905,0.000000,0.000000,bart
0.046582,0.673078,0.024528,0.040090,0.000000,0.032153,bart
0.007217,0.415941,0.000000,0.007796,0.000000,0.000000,bart
0.171644,0.373430,0.000000,0.000000,0.000000,0.000000,bart
0.000000,0.727785,0.000000,0.000000,0.000000,0.000000,bart
0.020873,0.687004,0.002564,0.003665,0.000000,0.000948,bart
0.000000,0.565512,0.000000,0.000000,0.045238,0.000000,bart
0.082565,0.535997,0.000000,0.001674,0.000000,0.000582,bart
0.000000,0.575232,0.000000,0.000000,0.000000,0.000000,bart
0.083758,0.494662,0.000000,0.077300,0.009712,0.000000,bart
0.060858,0.563981,0.000000,0.010173,0.000000,0.000000,bart
0.020542,0.622663,0.000000,0.024303,0.000000,0.004534,bart
0.063113,0.619929,0.000000,0.000000,0.000000,0.015830,bart
0.083480,0.498305,0.000000,0.085126,0.000000,0.000393,bart
0.000000,0.540415,0.000000,0.000000,0.000000,0.004782,bart
0.099285,0.454793,0.000000,0.000000,0.000000,0.001290,bart
0.000000,0.602995,0.000000,0.030731,0.000000,0.069903,bart
0.000000,0.531059,0.000000,0.000811,0.000000,0.009319,bart
0.053562,0.625889,0.000000,0.044215,0.000000,0.000000,bart
